,Property Name,Price,House Type,Area in sq ft,No. of Bedrooms,No. of Bathrooms,No. of Receptions,Location,City/County,Postal Code,lat,lon,geometry,index_right,objectid,LSOA Code,lsoa11nm,lsoa11nmw,st_areasha,st_lengths,Arson and Criminal Damage,Burglary,Drug Offences,Miscellaneous Crimes Against Society,Possession of Weapons,Public Order Offences,Robbery,Theft,Vehicle Offences,Violence Against the Person
2014,Chiswick Wharf,1595000,House,1643,5,5,5,Chiswick,London,W4 2SR,51.4853079,-0.2502408,POINT (521590.5975715168 177713.1032096111),2514,2515,E01002571,Hounslow 007A,Hounslow 007A,199402.003576,4301.855023,1.0038699690402477,1.0170278637770898,1.001547987616099,1.0023219814241486,0.0,1.0061919504643964,1.0007739938080495,1.006965944272446,1.0294117647058822,1.0147058823529411
2015,Pembridge Villas,4750000,House,2979,4,4,4,,London,W11 3EN,51.5143384,-0.1957732,POINT (525292.6900470181 181033.2032679718),2821,2822,E01002886,Kensington and Chelsea 006E,Kensington and Chelsea 006E,123241.213552,1868.853875,1.0034387895460797,1.0213204951856947,1.0034387895460797,1.0,0.0,1.0041265474552958,1.0027510316368637,1.0508940852819808,1.0254470426409903,1.0192572214580469
2016,Whittingstall Road,675000,Flat / Apartment,638,1,1,1,Fulham,London,SW6 4EA,51.475361,-0.2037631,POINT (524844.6648698726 176685.1131246156),1900,1901,E01001948,Hammersmith and Fulham 021B,Hammersmith and Fulham 021B,114854.925356,1483.671649,1.0093119503362649,1.016554578375582,1.0031039834454216,1.0020693222969477,0.0,1.0062079668908432,1.0,1.0465597516813243,1.025866528711847,1.02534919813761
2017,Noel Road,900000,Flat / Apartment,822,2,2,2,Islington,London,N1 8HD,51.5332087,-0.0980909,POINT (532015.8170187833 183303.261803914),2737,2738,E01002802,Islington 020D,Islington 020D,108709.81308,2752.042602,1.0061652281134401,1.0104808877928484,1.0209617755856966,0.0,1.000616522811344,1.0135635018495683,1.0104808877928484,1.0437731196054254,1.0129469790382244,1.0425400739827373
2018,Buckland Crescent,6450000,House,5288,6,6,6,Belsize Park,London,NW3 5DX,51.5457346,-0.173301,POINT (526764.7608901977 184563.2803966187),865,866,E01000883,Camden 008C,Camden 008C,139814.86099,2731.574672,1.008504252126063,1.0125062531265632,1.0020010005002502,1.0020010005002502,0.0,1.0060030015007504,1.0060030015007504,1.0425212606303151,1.0130065032516258,1.0250125062531266
2019,Chantry Street,1600000,House,1195,2,2,2,Islington,London,N1 8NL,51.5360723,-0.0994422,POINT (531913.8241105931 183619.2685797698),2736,2737,E01002801,Islington 020C,Islington 020C,104690.192079,2216.653723,1.0092491838955386,1.0152339499455931,1.0114254624591947,1.000544069640914,0.0,1.0141458106637649,1.0130576713819368,1.08759521218716,1.0184983677910773,1.0451577801958651
2020,Curzon Street,3750000,Flat / Apartment,1358,2,2,2,Mayfair,London,W1J 5HG,51.5073321,-0.1466803,POINT (528718.7339167264 180339.1969973266),4638,4639,E01004761,Westminster 018D,Westminster 018D,519263.787398,5583.09018,1.0386247877758914,1.0390492359932089,1.0280135823429541,1.002546689303905,1.002546689303905,1.0420203735144313,1.0390492359932089,1.3268251273344651,1.1740237691001698,1.1298811544991512
2021,Banister House,465000,Flat / Apartment,730,2,2,2,Homerton High Street,London,E9 6BH,51.548616,-0.0463311,POINT (535559.8844405191 185111.1890473242),1691,1692,E01001730,Hackney 019B,Hackney 019B,131529.621466,2363.910998,1.0119760479041917,1.0162532078699744,1.0128314798973481,1.004704875962361,1.0025662959794697,1.0128314798973481,1.0038494439692045,1.029940119760479,1.0201026518391787,1.0598802395209581
2022,North Street,850000,Flat / Apartment,842,2,2,2,,London,SW4 0HQ,51.46693620000001,-0.1432205,POINT (529072.7606115181 175853.1253660342),2971,2972,E01003038,Lambeth 013B,Lambeth 013B,130918.332525,2079.166274,1.0063805104408352,1.0162412993039442,1.0052204176334107,1.0005800464037122,1.0005800464037122,1.0063805104408352,1.0034802784222738,1.031322505800464,1.0168213457076567,1.0203016241299303
2023,Baronsmead Road,3250000,House,3179,6,6,6,Barnes,London,SW13 9RR,51.47733359999999,-0.2401629,POINT (522311.6182932453 176843.095404753),3712,3713,E01003797,Richmond upon Thames 001A,Richmond upon Thames 001A,426420.942077,4492.651407,1.003523608174771,1.0063424947145878,1.0014094432699083,1.003523608174771,0.0,0.0,1.0007047216349543,1.014094432699084,1.0274841437632136,1.0133897110641297
2024,Tower View Apartments,1500000,Flat / Apartment,1200,2,2,2,84 St. Katharines Way,London,E1W 1BE,51.5051596,-0.0699788,POINT (534047.81705559 180235.1841228486),4186,4187,E01004293,Tower Hamlets 027B,Tower Hamlets 027B,326564.116832,3568.64319,1.007906783187682,1.015813566375364,1.0162297128589264,1.0008322929671245,1.0008322929671245,1.0120682480233043,1.0033291718684978,1.0803162713275072,1.0108198085726177,1.0345401581356637
2025,Old School Square,450000,Flat / Apartment,717,2,2,2,Canary Wharf,London,E14 7DJ,51.51353030000001,-0.0255944,POINT (537102.8883176225 181248.1828452451),4149,4150,E01004252,Tower Hamlets 024A,Tower Hamlets 024A,160367.096681,3037.535954,1.0138888888888888,1.0167233560090703,1.0141723356009071,1.0034013605442176,1.001700680272109,1.0133219954648527,1.007936507936508,1.0294784580498866,1.0266439909297052,1.0569727891156462
2026,Ashley Gardens,2375000,Flat / Apartment,2123,3,3,3,Emery Hill Street,London,SW1P 1PD,51.495105,-0.1372216,POINT (529409.7282117659 178996.165082405),4623,4624,E01004744,Westminster 020D,Westminster 020D,106891.702793,2012.884525,1.0147420147420148,1.011056511056511,1.009213759213759,1.0012285012285012,1.0018427518427517,1.0442260442260443,1.0036855036855037,1.074938574938575,1.011056511056511,1.0798525798525798
2027,Broom Close,1550000,House,3065,4,4,4,Esher,Surrey,KT10 9ET,51.3667555,-0.3646321,POINT (513942.5916977529 164345.8643042617),6335,29527,E01030308,Elmbridge 013B,Elmbridge 013B,1114525.622009,7075.507575,,,,,,,,,,
2028,Elers Road,1780000,House,2264,5,5,5,Ealing,London,W13 9QB,51.5043307,-0.3137338,POINT (517133.5438864217 179725.106145385),1361,1362,E01001382,Ealing 032B,Ealing 032B,208640.158227,2848.91839,1.0036496350364963,1.0014598540145985,1.0029197080291972,0.0,0.0,1.0029197080291972,1.0072992700729928,1.008029197080292,1.024087591240876,1.0175182481751825
2029,Mortimer Road,775000,Flat / Apartment,729,2,2,2,De Beauvoir,London,N1 4LA,51.54308,-0.0786423,POINT (533335.8563359326 184436.2270193385),1716,1717,E01001756,Hackney 021E,Hackney 021E,162139.774591,2129.269772,1.0086617583369424,1.0190558683412734,1.010827197921178,1.0008661758336943,1.000433087916847,1.010827197921178,1.0095279341706367,1.083585967951494,1.0342139454309225,1.0346470333477695
2030,Palace Mansions,1450000,Flat / Apartment,1700,4,4,4,Earsby Street,London,W14 8QW,51.4953381,-0.2099364,POINT (524361.6462541984 178896.1518911835),1819,1820,E01001866,Hammersmith and Fulham 012A,Hammersmith and Fulham 012A,151244.984076,2876.869979,1.00718954248366,1.0124183006535947,1.0130718954248366,1.0019607843137255,0.0,1.0202614379084967,1.0052287581699346,1.0477124183006536,1.0202614379084967,1.031372549019608
2031,Wendon Street,425000,Flat / Apartment,563,1,1,1,Bow,London,E3 2JR,51.5361803,-0.0265029,POINT (536971.9160093542 183765.2130072799),4122,4123,E01004224,Tower Hamlets 001C,Tower Hamlets 001C,435492.114549,4633.400755,1.0134796238244514,1.0294670846394984,1.015987460815047,1.00282131661442,1.0012539184952978,1.0141065830721003,1.0087774294670846,1.0523510971786834,1.0410658307210032,1.0561128526645769
2032,Cheyne Walk,2250000,Flat / Apartment,1171,2,2,2,,London,SW3 5LX,51.4831475,-0.1705328,POINT (527130.6891201517 177608.1323052818),2779,2780,E01002844,Kensington and Chelsea 019A,Kensington and Chelsea 019A,123474.628405,1819.057527,1.009252669039146,1.0135231316725979,1.0156583629893239,1.000711743772242,1.001423487544484,1.0078291814946618,1.004982206405694,1.0377224199288255,1.0291814946619218,1.0469750889679714
2033,Hyde Park Gardens,4250000,Penthouse,1946,4,4,4,,London,W2 2LU,51.51276799999999,-0.1710177,POINT (527014.7188474839 180901.2052485105),4564,4565,E01004683,Westminster 015B,Westminster 015B,131277.092102,1801.741014,1.0037735849056604,1.01455525606469,1.0070080862533692,1.0005390835579515,1.0005390835579515,1.0075471698113208,1.005390835579515,1.0361185983827492,1.0161725067385445,1.0258760107816711
2034,Byfeld Gardens,2000000,House,2009,4,4,4,Barnes,London,SW13 9HP,51.4759417,-0.2408932999999999,POINT (522264.6164633951 176687.0911723526),3712,3713,E01003797,Richmond upon Thames 001A,Richmond upon Thames 001A,426420.942077,4492.651407,1.003523608174771,1.0063424947145878,1.0014094432699083,1.003523608174771,0.0,0.0,1.0007047216349543,1.014094432699084,1.0274841437632136,1.0133897110641297
2035,Severnake Close,800000,House,1260,4,4,4,Canary Wharf,London,E14 9WE,51.4928136,-0.0231049,POINT (537337.8476467916 178949.1116078309),6996,31958,E01032783,Tower Hamlets 031G,Tower Hamlets 031G,82073.430411,2177.232473,1.0061842918985777,1.007421150278293,1.0061842918985777,1.0018552875695732,0.0,1.0049474335188622,1.0018552875695732,1.0129870129870129,1.0043290043290043,1.0377241805813235
2036,Harrowgate Road,900000,House,1275,3,3,3,Homerton,London,E9 5EB,51.54270169999999,-0.0394888,POINT (536051.9007909537 184466.1955501509),1798,1799,E01001845,Hackney 022E,Hackney 022E,109736.515287,1584.791749,1.0108765195137557,1.0134357005758157,1.0038387715930903,1.0019193857965452,0.0,1.0127959053103006,1.0057581573896353,1.035828534868842,1.016634676903391,1.0460652591170825
2037,Glebe Place,6950000,House,3774,5,5,5,,London,SW3 5JB,51.4858971,-0.1698178,POINT (527172.6898164022 177915.1385135185),2779,2780,E01002844,Kensington and Chelsea 019A,Kensington and Chelsea 019A,123474.628405,1819.057527,1.009252669039146,1.0135231316725979,1.0156583629893239,1.000711743772242,1.001423487544484,1.0078291814946618,1.004982206405694,1.0377224199288255,1.0291814946619218,1.0469750889679714
2038,Borneo Street,779000,Flat / Apartment,832,2,2,2,Putney,London,SW15 1QQ,51.4659755,-0.2234383,POINT (523503.6478239878 175608.0732594436),4493,4494,E01004607,Wandsworth 006D,Wandsworth 006D,172394.347208,2263.447095,1.003899721448468,1.0133704735376046,1.0011142061281337,0.0,0.0,1.004456824512535,1.0022284122562675,1.0133704735376046,1.0206128133704735,1.0167130919220055
2039,Dyers Lane,945000,House,1146,2,2,2,Putney,London,SW15 6JR,51.4646305,-0.2332228,POINT (522827.6340785156 175442.0623392848),4525,4526,E01004639,Wandsworth 011C,Wandsworth 011C,224445.874629,3078.202816,1.0080924855491329,1.015028901734104,1.0023121387283238,1.0023121387283238,0.0,1.0080924855491329,1.0023121387283238,1.022543352601156,1.016184971098266,1.0202312138728324
2040,Cygnet Close,1295000,House,2055,4,4,4,Northwood,Middlesex,HA6 2TA,51.6128851,-0.4397327,POINT (508131.4670877986 191603.3487681684),2423,2424,E01002475,Hillingdon 001B,Hillingdon 001B,750820.099202,6574.309923,1.0153333333333334,1.0066666666666666,1.004,1.0026666666666666,0.0,1.0113333333333334,1.0013333333333334,1.0066666666666666,1.0206666666666666,1.0346666666666666
2041,Aristotle Road,599999,Flat / Apartment,821,2,2,2,,London,SW4 7UZ,51.4633548,-0.1306249,POINT (529957.7771296866 175477.121317734),2987,2988,E01003054,Lambeth 015C,Lambeth 015C,89475.400848,1846.96042,1.0110998990918265,1.0201816347124117,1.0131180625630676,1.001513622603431,1.0005045408678104,1.0080726538849647,1.0030272452068618,1.0267406659939455,1.015640766902119,1.041372351160444
2042,Northcote Road,550000,Flat / Apartment,630,2,2,2,,London,SW11 6QB,51.4553829,-0.1645028,POINT (527626.7562181418 174531.0966732656),4446,4447,E01004557,Wandsworth 015B,Wandsworth 015B,108632.583076,1613.813628,1.0056593095642332,1.0045274476513866,1.0028296547821165,1.00339558573854,1.0005659309564232,1.0062252405206564,1.0022637238256933,1.0260328239954726,1.0158460667798528,1.0158460667798528
2043,Vardens Road,700000,Flat / Apartment,680,2,2,2,,London,SW11 1RQ,51.46007549999999,-0.17419,POINT (526940.7327549087 175036.1073814603),4397,4398,E01004508,Wandsworth 012A,Wandsworth 012A,137336.409417,2061.322487,1.0082815734989647,1.0178053830227742,1.0020703933747412,1.0004140786749482,1.0004140786749482,1.0091097308488612,1.0041407867494825,1.0335403726708075,1.0111801242236025,1.0285714285714285
2044,Waterloo Terrace,1850000,House,1512,3,3,3,Islington,London,N1 1TQ,51.5405362,-0.1041016,POINT (531577.8236565391 184107.286027959),2727,2728,E01002792,Islington 017E,Islington 017E,105815.419468,1834.659352,1.0075825156110616,1.0142729705619982,1.0062444246208742,1.0008920606601248,1.0026761819803747,1.0115967885816235,1.004906333630687,1.0691347011596788,1.019179304192685,1.037020517395183
2045,Ember Lane,1299995,House,2394,5,5,5,Esher,Surrey,KT10 8EF,51.38559919999999,-0.3552952,POINT (514545.5405596008 166455.8964791041),6396,29588,E01030369,Elmbridge 009D,Elmbridge 009D,787161.3991,4706.089006,,,,,,,,,,
2046,Palace Road,2850000,House,5116,6,6,6,East Molesey,Surrey,KT8 9DW,51.40406369999999,-0.3516145,POINT (514755.4822554106 168514.9824067873),6353,29545,E01030326,Elmbridge 002A,Elmbridge 002A,395701.545633,4424.81004,,,,,,,,,,
2047,Sheen Common Drive,2650000,House,2942,6,6,6,Richmond,Surrey,TW10 5BW,51.4614684,-0.281268,POINT (519498.6025416299 175011.0067986881),3789,3790,E01003875,Richmond upon Thames 006C,Richmond upon Thames 006C,502811.50326,4019.546796,1.0081159420289856,1.017391304347826,1.0040579710144928,1.0005797101449276,1.0005797101449276,1.0040579710144928,1.0017391304347827,1.0150724637681159,1.0168115942028986,1.0208695652173914
2048,Vicary House,795000,New development,541,1,1,1,24 Bartholomew Close,London,EC1A 7BB,51.5181543,-0.0986031,POINT (532023.7967534971 181628.2393224805),6972,31922,E01032740,City of London 001G,City of London 001G,639349.31383,4110.148449,,,,,,,,,,
2049,47 Pilot Walk,995000,Penthouse,1485,3,3,3,Greenwich,London,SE10 0NW,51.496789,0.0107076,POINT (539672.8421354399 179455.1120285166),1633,1634,E01001667,Greenwich 036B,Greenwich 036B,1359871.955964,7205.651004,1.0366831072749692,1.032367447595561,1.0502466091245377,1.0052404438964242,1.0036991368680641,1.028668310727497,1.0126387176325524,1.1159062885326758,1.0487053020961776,1.1051171393341555
2050,The Chase,2850000,House,5380,6,6,6, Tadworth,Surrey,KT20 6HZ,51.2931983,-0.2004092,POINT (525574.7911767081 156433.9183600431),6599,29807,E01030589,Reigate and Banstead 007A,Reigate and Banstead 007A,2663841.609698,8782.825921,,,,,,,,,,
2051,Saltram Crescent,750000,Flat / Apartment,1043,3,3,3,,London,W9 3JS,51.53048709999999,-0.1985658,POINT (525054.715566935 182824.2408050648),4558,4559,E01004677,Westminster 005C,Westminster 005C,69094.776066,1252.550444,1.0054054054054054,1.0171990171990173,1.0054054054054054,0.0,0.0,1.0078624078624079,1.0004914004914005,1.0147420147420148,1.0147420147420148,1.027027027027027
2052,Langroyd Road,900000,House,1207,3,3,3,,London,SW17 7PL,51.43751880000001,-0.163075,POINT (527775.7682115205 172547.0443006372),4438,4439,E01004549,Wandsworth 027D,Wandsworth 027D,124240.545781,1891.396132,1.0072072072072071,1.0072072072072071,1.006006006006006,1.0006006006006005,1.0006006006006005,1.0066066066066066,1.0024024024024023,1.0072072072072071,1.0156156156156155,1.0276276276276277
2053,Leighton House,875000,Flat / Apartment,922,3,3,3,John Islip Street,London,SW1P 4EA,51.49093860000001,-0.1296991,POINT (529943.7322466206 178546.1626490496),4624,4625,E01004745,Westminster 021C,Westminster 021C,202603.641257,2425.693187,1.00527950310559,1.0062111801242235,1.006832298136646,1.0006211180124223,1.0015527950310559,1.006832298136646,1.0009316770186336,1.0279503105590062,1.0037267080745342,1.0214285714285714
2054,Tennyson Road,775000,House,1201,3,3,3,,London,SW19 8SH,51.42391689999999,-0.1870379,POINT (526147.7300114853 170992.9862957644),3381,3382,E01003455,Merton 005E,Merton 005E,215307.651007,2671.391346,1.006543723973825,1.008923259964307,1.0095181439619274,1.0,1.0017846519928615,1.0095181439619274,0.0,1.0047590719809638,1.0124925639500297,1.0261748958953003
2055,Port East Apartments,565000,Flat / Apartment,653,1,1,1, Canary Wharf,London,E14 4AX,51.5075178,-0.0226121,POINT (537327.8808149092 180585.1684505211),4173,4174,E01004277,Tower Hamlets 033A,Tower Hamlets 033A,434310.762296,4405.365336,1.0182795698924731,1.0258064516129033,1.011290322580645,1.0032258064516129,1.0016129032258065,1.0150537634408603,1.0059139784946236,1.156989247311828,1.0198924731182795,1.0569892473118279
2056,City Road,2000000,New development,1342,3,3,3,Shoreditch,London,EC1V 1AZ,51.527447,-0.0882969,POINT (532711.8278023147 182680.2459423854),7140,32787,E01033711,Hackney 027I,Hackney 027I,77900.197309,1968.50364,1.002704696336366,1.00590115564298,1.0031964593066143,1.0007376444553726,1.0002458814851243,1.0051635111876076,1.0068846815834767,1.0543398082124416,1.0073764445537252,1.0149987705925745
2057,City Road,1000000,New development,772,2,2,2,Shoreditch,London,EC1V 1AZ,51.527447,-0.0882969,POINT (532711.8278023147 182680.2459423854),7140,32787,E01033711,Hackney 027I,Hackney 027I,77900.197309,1968.50364,1.002704696336366,1.00590115564298,1.0031964593066143,1.0007376444553726,1.0002458814851243,1.0051635111876076,1.0068846815834767,1.0543398082124416,1.0073764445537252,1.0149987705925745
2058,Hillgate Place,3075000,House,1477,3,3,3,,London,W8 7ST,51.507766,-0.1981945,POINT (525142.6811030267 180298.183987009),2763,2764,E01002828,Kensington and Chelsea 008E,Kensington and Chelsea 008E,97135.937489,1404.838798,1.009325681492109,1.0208034433285509,1.007173601147776,0.0,1.0007173601147776,1.0086083213773314,1.002152080344333,1.0408895265423241,1.0164992826398853,1.024390243902439
2059,Albert Mews,1250000,House,1877,4,4,4,Canary Wharf,London,E14 8EH,51.5097058,-0.0356172,POINT (536418.8721900056 180804.1747845001),4151,4152,E01004254,Tower Hamlets 023B,Tower Hamlets 023B,166769.083078,2816.380053,1.0099516633494456,1.037816320727893,1.0065396644867786,1.002843332385556,1.0017059994313335,1.0099516633494456,1.0054023315325562,1.0301393232868923,1.024736991754336,1.0318453227182258
2060,Newman Street,895000,Flat / Apartment,601,1,1,1,Fitzrovia,London,W1T 1PN,51.5179014,-0.1355128,POINT (529463.7634692878 181534.2246695667),4640,4641,E01004763,Westminster 013B,Westminster 013B,294389.699001,4402.376129,1.0455445544554456,1.06006600660066,1.1511551155115511,1.0085808580858087,1.0085808580858087,1.0818481848184818,1.148844884488449,2.390759075907591,1.029042904290429,1.2468646864686468
2061,City Road,900000,Flat / Apartment,1273,2,2,2,Shoreditch,London,EC1V 2NR,51.52633789999999,-0.08811279999999999,POINT (532727.8205765192 182557.244166801),2640,2641,E01002701,Islington 023A,Islington 023A,83127.639309,1352.451702,1.0084033613445378,1.0105042016806722,1.0105042016806722,1.0005252100840336,1.0005252100840336,1.0152310924369747,1.0052521008403361,1.0850840336134453,1.0105042016806722,1.0430672268907564
